latitude,longitude,address1,address2,address3,city,zip_code,country,state,id,alias,name,image_url,is_closed,url,review_count,rating,price,phone,display_phone,distance,genre
42.35161,-71.06095,42 Beach St,Ste B1,NA,Boston,02111,US,MA,6yPo1VyadJozt8KBTOhPdQ,hot-eastern-boston-2,Hot Eastern,https://s3-media4.fl.yelpcdn.com/bphoto/w1mEf8V7eSOaF3rXEz9qXw/o.jpg,FALSE,https://www.yelp.com/biz/hot-eastern-boston-2?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,259,4,$$,16179880660,(617) 988-0660,945.4338058325565,Chinese
42.3517075922991,-71.0625610949003,660 Washington St,NA,NA,Boston,02111,US,MA,kb0VfKZKHHhvDze3JZqi0Q,q-restaurant-boston,Q Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/FtV5lG4UYuPbW_0GCZInmg/o.jpg,FALSE,https://www.yelp.com/biz/q-restaurant-boston?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,997,4,$$,18573503968,(857) 350-3968,832.975637129062,Chinese
42.3504982,-71.0604549,74 Kneeland St,NA,NA,Boston,02111,US,MA,wOsTAvCIVjB-fPQBJepMQg,clay-pot-cafe-boston,Clay Pot Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/EHXu_xzMG4ElvS4TvSbZfQ/o.jpg,FALSE,https://www.yelp.com/biz/clay-pot-cafe-boston?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,307,4,$,16173575262,(617) 357-5262,934.4916782678827,Chinese
42.3419134834615,-71.0797398537397,520 Columbus Ave,NA,NA,Boston,02118,US,MA,SP97o6xotOT4fATH9HDsmQ,shuns-kitchen-boston-2,Shun's Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/MWV7c_qaw7NnalY-R5WR5Q/o.jpg,FALSE,https://www.yelp.com/biz/shuns-kitchen-boston-2?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,120,4,$$,16174219588,(617) 421-9588,960.2760032380962,Chinese
42.3515299,-71.06065,52 Beach St,NA,NA,Boston,02111,US,MA,AkaYjquGGgmjvmnii8eELQ,gourmet-dumpling-house-boston-3,Gourmet Dumpling House,https://s3-media1.fl.yelpcdn.com/bphoto/nRxgxYR7b2Fq6JNsrYXw-w/o.jpg,FALSE,https://www.yelp.com/biz/gourmet-dumpling-house-boston-3?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,1931,3.5,$$,16173386223,(617) 338-6223,958.0057697636947,Chinese
42.3457184,-71.0873337,179 Massachusetts Ave,NA,NA,Boston,02115,US,MA,MgAG54IJeQvT3BQoSNwWBw,dumpling-palace-boston,Dumpling Palace,https://s3-media3.fl.yelpcdn.com/bphoto/TwqvliMf2a-qUwGv1g1Wbw/o.jpg,FALSE,https://www.yelp.com/biz/dumpling-palace-boston?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,423,3,$$,16172668888,(617) 266-8888,1342.6566848834652,Chinese
42.351503,-71.060239,34 Oxford St,NA,NA,Boston,02111,US,MA,MnA_dF1xkX-bnLR6hq4EmQ,taiwan-café-boston-2,Taiwan Café,https://s3-media1.fl.yelpcdn.com/bphoto/UmA6AVJVML1KQbCP5g4ebQ/o.jpg,FALSE,https://www.yelp.com/biz/taiwan-caf%C3%A9-boston-2?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,1084,3.5,$$,16174268181,(617) 426-8181,991.7291181793462,Chinese
42.3508,-71.06025,13A Hudson St,NA,NA,Boston,02111,US,MA,gwm_eHIetrkMaOAZVem5qQ,blr-by-shojo-boston-2,BLR By Shojo,https://s3-media2.fl.yelpcdn.com/bphoto/5SECeRtBTMaTapTZOrH4eA/o.jpg,FALSE,https://www.yelp.com/biz/blr-by-shojo-boston-2?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,253,4,$$,16173384988,(617) 338-4988,964.4496589738027,Chinese
42.3503386000852,-71.0890647307093,30 Massachusetts Ave,NA,NA,Boston,02115,US,MA,2v9YUyD5pLQKgf1vLaUB0w,chef-changs-on-back-bay-boston,Chef Chang's on Back Bay,https://s3-media2.fl.yelpcdn.com/bphoto/a_OvwXVm72Rf-bh6NxfGvA/o.jpg,FALSE,https://www.yelp.com/biz/chef-changs-on-back-bay-boston?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,84,3.5,$$,16172361888,(617) 236-1888,1490.6331367978735,Chinese
42.3531,-71.13112,129 Brighton Ave,NA,NA,Boston,02134,US,MA,_A6fj7b4qwnmcEEOYOu5vw,mala-restaurant-boston,Mala Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/mnj6Vpu5xZYPgoBU6MgCQw/o.jpg,FALSE,https://www.yelp.com/biz/mala-restaurant-boston?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,239,3.5,$$,16172541839,(617) 254-1839,4952.575699849296,Chinese
