latitude,longitude,address1,address2,address3,city,zip_code,country,state,id,alias,name,image_url,is_closed,url,review_count,rating,price,phone,display_phone,distance,genre
37.763693,-122.469008,1031 Irving St,NA,NA,San Francisco,94122,US,CA,M0JTO3oyu6gxh1mfFjU-dA,san-tung-san-francisco-2,San Tung,https://s3-media4.fl.yelpcdn.com/bphoto/LTtoZ25m8FX1UV37asnTCw/o.jpg,FALSE,https://www.yelp.com/biz/san-tung-san-francisco-2?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,6755,4,$$,14152420828,(415) 242-0828,2877.9920007894843,Chinese
37.7964057922363,-122.405654907227,622 Jackson St,NA,NA,San Francisco,94133,US,CA,cHoNUKltOAJWSmNfsZ1h-w,hunan-homes-restaurant-san-francisco,Hunan Home's Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/mF9pWakxcd9CiASGYudeiQ/o.jpg,FALSE,https://www.yelp.com/biz/hunan-homes-restaurant-san-francisco?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,2130,4,$$,14159822844,(415) 982-2844,4784.378862826334,Chinese
37.763552,-122.432762,335 Noe St,NA,NA,San Francisco,94114,US,CA,XAYwAF_83becwNnSJDFkpA,dumpling-house-san-francisco,Dumpling House,https://s3-media2.fl.yelpcdn.com/bphoto/MoFIRGwljosSEWWQi_JFHg/o.jpg,FALSE,https://www.yelp.com/biz/dumpling-house-san-francisco?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,115,4.5,NA,14158292789,(415) 829-2789,436.04221561234874,Chinese
37.7859116932327,-122.414144812616,572 O'Farrell St,NA,NA,San Francisco,94102,US,CA,ogbhdmyPygSwzG8vpAgELw,a-bowl-of-chicken-soup-and-rice-noodles-san-francisco,A Bowl Of Chicken Soup And Rice Noodles,https://s3-media2.fl.yelpcdn.com/bphoto/g6M1wT0q48t653Ra-sEiZg/o.jpg,FALSE,https://www.yelp.com/biz/a-bowl-of-chicken-soup-and-rice-noodles-san-francisco?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,47,4.5,NA,14153747835,(415) 374-7835,3402.605146031037,Chinese
37.74331,-122.47544,890 Taraval St,NA,NA,San Francisco,94116,US,CA,XhbkZ-5nUJ3bRy7uKPx7iQ,mr-szechuan-san-francisco,Mr Szechuan,https://s3-media3.fl.yelpcdn.com/bphoto/lFs0UWLYhefpDnmKRWTOAQ/o.jpg,FALSE,https://www.yelp.com/biz/mr-szechuan-san-francisco?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,200,4.5,$$,14157538788,(415) 753-8788,3952.6281107757372,Chinese
37.7423,-122.48701,1935 Taraval St,NA,NA,San Francisco,94116,US,CA,BI40rGhpngLNPacrjWpseQ,dumpling-kitchen-san-francisco,Dumpling Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/6y5BHK9dSB2eQro4s27y-w/o.jpg,FALSE,https://www.yelp.com/biz/dumpling-kitchen-san-francisco?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,1488,4,$$,14156828938,(415) 682-8938,4904.15624633216,Chinese
37.784236,-122.406566,845 Market St,Ste 480,NA,San Francisco,94103,US,CA,TCUfp_AdAQv-g7aD6ktEEQ,m-y-china-san-francisco-2,M.Y. China,https://s3-media4.fl.yelpcdn.com/bphoto/FMR0uScaqw2fkW51g9JJUg/o.jpg,FALSE,https://www.yelp.com/biz/m-y-china-san-francisco-2?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,1642,3.5,$$,14155803001,(415) 580-3001,3692.0663288571463,Chinese
37.7942543029785,-122.405113220215,713 Clay St,NA,NA,San Francisco,94108,US,CA,Z_X0WvSmh9DUxBD9xhet9Q,sam-wo-restaurant-san-francisco-3,Sam Wo Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/DvRtrIbSljZLJ3ulyw9qIg/o.jpg,FALSE,https://www.yelp.com/biz/sam-wo-restaurant-san-francisco-3?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,1038,3.5,$,14159898898,(415) 989-8898,4618.182214394335,Chinese
37.80585,-122.42292,900 N Point St,Ste B-201A,NA,San Francisco,94109,US,CA,XR4giIOCQ5D-mxtOPUUY_Q,palette-tea-house-san-francisco-2,Palette Tea House,https://s3-media4.fl.yelpcdn.com/bphoto/PSCeFHxyhJvQMwS__a_QMg/o.jpg,FALSE,https://www.yelp.com/biz/palette-tea-house-san-francisco-2?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,437,4,NA,14153478888,(415) 347-8888,5129.957385598331,Chinese
37.7810783490888,-122.459936253726,3751 Geary Blvd,NA,NA,San Francisco,94118,US,CA,oINcZKqhmB_sS-pv2z9IeA,wei-guo-house-san-francisco,Wei Guo House,https://s3-media3.fl.yelpcdn.com/bphoto/GAkOF8GucB7A5we-b_WD_g/o.jpg,FALSE,https://www.yelp.com/biz/wei-guo-house-san-francisco?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,6,4,NA,NA,NA,3049.122816966258,Chinese
37.772279,-122.43071,500 Haight St,NA,NA,San Francisco,94117,US,CA,w6Rqt5gdNHl18wpxGuYnaQ,yh-beijing-san-francisco,YH-Beijing,https://s3-media4.fl.yelpcdn.com/bphoto/lezfXXipAeNwqHJGd8LKwA/o.jpg,FALSE,https://www.yelp.com/biz/yh-beijing-san-francisco?adjust_creative=WEVIdC0rSBShbLMtCI401A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WEVIdC0rSBShbLMtCI401A,11,4.5,NA,14153559125,(415) 355-9125,1365.197400332598,Chinese
